title,genres,release_date,release_country,review_rating,movie_run_time,cast,language,filming_locations
Hunting Grounds (2015),Horror| Thriller,07-02-2017,USA,3.8,92 min,Bill Oberst Jr.|Jason Vail|Miles Joris-Peyrafitte|David Saucedo|D'Angelo Midili|Kevin Sheen|Jordan Neslund|Connor Conrad|Maria Damey,English,"Snoqualmie Pass, Washington, USA"
Citadel (2012),Drama| Horror| Thriller,01-03-2013,UK,5.5,84 min,Aneurin Barnard|James Cosmo|Amy Shiels|Wunmi Mosaku|Ian Hanmore|Jake Wilson|Ingrid Craigie|Pete Murphy|Chris Hegarty|Elizabeth Brady|Scott Mckenzie|Grant Morrison|Ronnie Johnson|Matthew Workman|Keith Hutcheson,English,"Glasgow, Scotland, UK"
Inheritance (2017),Drama| Horror| Mystery| Thriller,02-06-2017,USA,7,90 min,Chase Joliet|Sara Montez|Dale Dickey|Drew Powell|Jim Ortlieb|Krisha Fairchild|Tim Abell|Nizhonniya Austin|Jim Bentley|Jake Carpenter|Alex Dobrenko|Murphy Dunne|Olympia Garcia|Paul Henri|Julie Ivey,English,"Malibu, California, USA"
Harvest Lake (2016),Drama| Fantasy| Horror,12-03-2016,USA,4.3,78 min,Jason Crowe|Ellie Church|Tristan Risk|Dan Nye|Kevin Roach|Lucretia Lynn|Derek Sturgeon,English,"Monroe County, Indiana, USA"
Murder in the Dark (2013),Horror| Mystery| Thriller,09-08-2013,USA,4.6,82 min,Luke Arnold|Phil Austin|Yann Bean|Samrat Chakrabarti|Kiran Deol|Eme Ikwuakor|Simone Tang|Mary Kate Wiles|Murielle Zuker,English,"Craco, Matera, Basilicata, Italy"
Deep Dark (2015),Fantasy| Horror,04-09-2015,USA,5,79 min,Sean McGrath|Anne Sorce|Denise Poirier|Tabor Helton|Monica Graves|Mary McDonald-Lewis|John Nielsen|Don Alder|Simos Kalivas|Juliet Prosser|Ithica Tell|David Loftus|Adrienne Flagg|Hank Cartwright|Kai Kani,English,"Portland, Oregon, USA"
I Survived a Zombie Holocaust (2014),Comedy| Horror,01-01-2015,Germany,5,104 min,Harley Neville|Jocelyn Christian|Ben Baker|Reanin Johannink|Mike Edward|Andrew Laing|Simon Ward|Mark Neilson|Patrick Davies|Harry Love|Erica Betts|Nikki Bone|Sean Braid|Janna Cachola|Angela Calteaux,English,New Zealand
Last Girl Standing (2015),Drama| Horror,17-10-2015,USA,4.8,91 min,Akasha Villalobos|Danielle Evon Ploeger|Brian Villalobos|Jason Vines|Laura Ray|Ryan Hamilton|Kelsey Pribilski|JD Carrera|Chad Warren|Rodrigo Lloreda|Anny Ibarra|Amanda Phillips|Margaret Garza|Shannon McCormick|Scot Friedman,English|Spanish,"Austin, Texas, USA"
Dead Kansas (2013),Adventure| Horror,24-09-2013,USA,5.7,64 min,Irwin Keyes|Ben Woolf|Juliette Danielle|Erin Miracle|Alexandria Lightford|Aaron Guerrero|Michael Camp|Kevin C. Beardsley|Joe McQueen|Anthony Della Catena|Adam Ledezma|Juan Martinez|Jose Blackman Jr.|Darryl Dick|Jorge Barba,English,"Burbank, California, USA"
Freak of Nurture (2015),Drama| Horror| Thriller,01-01-2015,UK,7.4,99 min,Anna Popplewell|Jack Derges|Danny Szam|Tom Bacon|Calvin Dean|Ian Weichardt|Mark Killeen|Natasha Joseph|Ray MacAllan|James Bartlett|Lynne Brenner|Jamie Brook|Emma Cliff|Sophie Colquhoun|Dermot Daly,English,"Birmingham, West Midlands, England, UK"
Adult Babies (2017),Horror,26-08-2017,UK,5,80 min,Kurtis Lowe|Andrew Dunn|Charlie Chuck|Kate Coogan|Sally Dexter|Nicky Evans|Maria Lee Metheringham|Joanne Mitchell|Keith Nahon|Seamus O'Neill|Mica Proctor|Thaila Zucchi,English,"Yorkshire, England, UK"
The Master Cleanse (2016),Comedy| Drama| Fantasy| Horror,13-03-2016,USA,5.8,81 min,Anjelica Huston|Johnny Galecki|Kyle Gallner|Anna Friel|Oliver Platt|Kevin J. O'Connor|Diana Bang|Loretta Walsh|Barbara Gruen|Candus Churchill|Josh Ssettuba|Craig Michaelson,English,"Vancouver, British Columbia, Canada"
Lake Eerie (2016),Horror| Sci-Fi| Thriller,15-01-2016,USA,5.1,104 min,Lance Henriksen|Betsy Baker|Marilyn Ghigliotti|Meredith Majors|Al Snow|Anne Leigh Cooper|Ben Furney|Jason K. Wixom|Chris Majors|Kevin R. Allen|G. Larry Butler|Tavares Jamal Cherry|Victoria Johnstone|Rocco Guirlanda|David Lipe,English,"La Salle, Michigan, USA"
Clinger (2015),Comedy| Horror,12-01-2015,USA,4.8,81 min,Vincent Martella|Jennifer Laporte|Julia Aks|Shonna Major|Alicia Monet Caldwell|Taylor Clift|Leah Henley|Paulie Deo Jr.|Rebecca Sayre|Jeffrey Bean|Debbie Rochon|Lisa Wilcox|Sewell Whitney|Victoria Villarreal|Bobby C. King,English,"Houston, Texas, USA"
sxtape (2013),Horror,16-05-2014,USA,3.3,82 min,Caitlyn Folley|Ian Duncan|Diana García|Chris Coy|Julie Marcus|Steven Propster|Daniel Faraldo|Erica Lyn Bailey|Gordon Parks III|Maredith Sottilli|Carly Norris-Kahane,English,"Los Angeles, California, USA"
Babysitter Massacre (2013),Horror| Thriller,12-04-2013,USA,4.5,78 min,Erin R. Ryan|Marylee Osborne|Joni Durian|Tara Clark|Odette Despairr|Serendipity Lynch|Geoff Burkman|Stephanie Coffey|Chandra McCracken|David Denoyer|Amy Taint|Haley Madison|Mike Canestaro|Stephanie Michael|Marshall Norman,English,"Dayton, Ohio, USA"
Inner Demons (2014),Horror| Mystery| Thriller,03-10-2014,USA,5.2,85 min,Lara Vosburgh|Morgan McClellan|Kate Whitney|Brian Flaherty|Colleen McGrann|Christopher Parker|Ashley Sutton|Susan Ateh|Richard Wilkinson|Sewell Whitney|John Cragen|Adrian Gaeta|Andi Rene Christensen|Leslie Coutterand|Judy Evans,English,"Brandeis, California, USA"
Silent Night (2012),Comedy| Horror| Mystery| Thriller,04-12-2012,Canada,5.2,94 min,Malcolm McDowell|Jaime King|Donal Logue|Rick Skene|Ellen Wong|Andrew Cecon|Courtney-Jane White|Erik J. Berg|Tom Anniko|Mike O'Brien|Curtis Moore|Adriana O'Neil|John B. Lowe|Ali Tataryn|Brendan Fehr,English,"Winnipeg, Manitoba, Canada"
Mine Games (2012),Horror| Mystery| Thriller,16-09-2014,USA,5.3,92 min,Joseph Cross|Briana Evigan|Rafi Gavron|Julianna Guill|Alex Meraz|Diane Duca|Ethan Peck|Rebecca Da Costa|Michael Guillod|Lindsay Lamb|Duane Loken,English,"Seattle, Washington, USA"
The Midnight Swim (2014),Drama| Horror| Mystery,26-06-2015,USA,5.2,84 min,Lindsay Burdge|Jennifer Lafleur|Aleksa Palladino|Beth Grant|Ross Partridge|Michelle Hutchison|Shirley Venard|Kaya Sakrak|Ebru Caparti|Traci Dinwiddie,English|Turkish,"Minnesota, USA"
The Hatching (2017),Comedy| Fantasy| Horror,26-09-2017,UK,4,90 min,Thomas Turgoose|Andrew Lee Potts|Laura Aikman|Georgia Henshaw|Danny Kirrane|Muzz Khan|Justin Lee Collins|Jack McMullen|Deborah Rosan|Abigail Hamilton|Sorrel Golding|Jordan O'Donegan|Joseph Pollock|Hazel Atherton|Rico Scarpato,English,"London, England, UK"
Containment (2015),Horror| Sci-Fi| Thriller,01-08-2015,USA,4.8,77 min,Louise Brealey|Billy Postlethwaite|Lee Ross|Pippa Nixon|Sheila Reid|Penny Judd|Jill Buchanan|Andrew Leung|Rob Rackstraw|Christos Lawton|Michael Chapman|Walter Hendrix III|Gabriel Senior|Claire Greasley|Hannah Chalmers,English,"Southampton, Hampshire, England, UK"
Manborg (2011),Action| Adventure| Comedy| Fantasy| Horror| Sci-Fi,21-12-2013,Japan,5.6,75 min,Matthew Kennedy|Adam Brooks|Meredith Sweeney|Conor Sweeney|Ludwig Lee|Jeremy Gillespie|Andrea Karr|Mike Kostanski|Ivan Henwood|William O'Donnell|Brian Edward Roach|Bobby Yee|Mark Pinder|Kyle Hebert|Jenn Meigs,English,"Winnipeg, Manitoba, Canada"
Butcher Boys (2012),Action| Comedy| Horror| Thriller,21-10-2012,USA,3.5,86 min,Ali Faulkner|Johnny Walter|Derek Lee Nixon|Tory Taranova|Gregory Kelly|Phillip Wolf|Matt Hensarling|Jon Clinkenbeard|Matt Beene|Katie Patterson|Jack Lee|Justin Meeks|Tom Byrne|Tank Turner|Mike Davis,English,"Austin, Texas, USA"
Here Comes the Devil (2012),Horror| Thriller,01-01-2013,Mexico,5.6,97 min,Francisco Barreiro|Laura Caro|Alan Martinez|Michele Garcia|David Arturo Cabezud|Enrique Saint-Martin|Michele Estrada|Jessica Iris|Dana Dorel|Juan Carlos Arreguin|Giancarlo Ruiz|Barbara Perrin Rivemar|Paco Mufote,Spanish,"Baja California Norte, Mexico"
VANish (2015),Action| Crime| Horror| Thriller,30-09-2016,Brazil,5.2,79 min,Maiara Walsh|Tony Todd|Danny Trejo|Austin Abke|Bryan Bockbrader|Adam Guthrie|Denise Dorado|Hope Diaz|Angela Robitaille|Joe Davis|Michael Mendoza|Luis Deveze|Dan Brunker|Katherine Joan Taylor|Lena Banks,English|Spanish,"Llano, California, USA"
Blood Money (2017),Drama| Horror| Mystery| Thriller,03-03-2017,USA,6,78 min,Klariza Clayton|Ollie Barbieri|Scott Chambers|Sabrina Hansen|Nicholas Bourne|TJ Herbert|Jason Rhodes,English,"Normandy, France"
Parasyte: Part 1 (2014),Action| Drama| Horror| Sci-Fi,29-11-2014,Japan,7,109 min,Shôta Sometani|Eri Fukatsu|Ai Hashimoto|Kazuki Kitamura|Masahiro Higashide|Tadanobu Asano|Miko Yoki|Jun Kunimura|Hirofumi Arai|Pierre Taki|Sadao Abe|Satoshi Araki|Nao Ohmori|Kimiko Yo,Japanese,"Tokyo, Japan"
7 Below (2012),Horror,13-09-2012,Kuwait,3.2,90 min,Matt Barr|Rebecca Da Costa|Luke Goss|Ving Rhames|Val Kilmer|Bonnie Somerville|Christian Baha|Jennifer Trier|Kaleigh Howland|Silvio Wolf Busch|Kylie Pfingsten|Brianna Lee Johnson|Corey Reilly|Tia Sage|Eric Fischer,English,"Cincinnati, Ohio, USA"
Darkest Day (2015),Action| Adventure| Horror,08-05-2015,UK,5.2,90 min,Dan Rickard|Chris Wandell|Samantha Bolter|Richard Wilkinson|Christianne van Wijk|Christian Wise|Simon Drake|Adrienne Wandell|Simon Bennett-Leyh|Matthew Dukes|Ross Forder|Brad Glen|Murray Simon,English,"Brighton, East Sussex, England, UK"
Black Hollow Cage (2017),Drama| Horror| Sci-Fi| Thriller,04-07-2017,Switzerland,5.5,105 min,Julian Nicholson|Lowena McDonell|Haydée Lysander|Daniel M. Jacobs|Marc Puiggener|Lucy Tillett|Will Hudson,English,"Girona, Catalonia, Spain"
The Haunting of Whaley House (2012),Horror,31-07-2012,USA,3.9,89 min,Alex Arleo|Arielle Brachfeld|Graham Denman|Stephanie Greco|Carolina Groppa|Lynn Lowry|Howard McNair|Jason Owsley|Jon Briddell|Leigh Davis|Jon Kondelik|Maria Olsen|Shawn C. Phillips|Abigail Digna Prendes|Jeff Pride,English,"Long Beach, California, USA"
Proxy (2013),Drama| Horror| Thriller,18-04-2014,USA,5.7,120 min,Kristina Klebe|Alexa Havins|Joe Swanberg|Alexia Rasmussen|Brittany Wagner|Faust Checho|Mark A. Nash|Erika Hoveland|Jim Dougherty|Adam Stephenson|Kitsie Duncan|Shayla Hardy|Bruce Spielbauer|Dianne Bischoff|Melissa O'Brien,English,"Richmond, Indiana, USA"
Knucklebones (2016),Horror,01-01-2016,USA,3.8,85 min,Julin|Tom Zembrod|Katie Bosacki|Cameron Deane Stewart|Taylor Tippins|Justin Arnold|Mary Catherine Wells|Daniel Walker-Rice|Carrie Holland|Tom Young|Jason Duffy Klemm|Erin Marie Garrett|Brian Tyler Cohen|Ashley Brinkman|Jennifer Juvenelle,English,"Fort Worth, Texas, USA"
Beach Massacre at Kill Devil Hills (2016),Horror,12-09-2017,USA,4.1,99 min,Taya Parker|Diana Prince|Christina Schimmel|Rudy Reyes|Elissa Dowling|Sarah French|Deborah Funes|Dawna Lee Heising|Chalet Lizette Brannan|Robert Rhine|Ryan Izay|Tracy Ashbourne|Alex Devivo|Liane Langford|G. Larry Butler,English,"North Carolina, USA"
Breaking at the Edge (2013),Horror| Thriller,01-01-2013,USA,4.5,86 min,Rebecca Da Costa|Milo Ventimiglia|Andie MacDowell|Johnathon Schaech|Logan Browning|Brianne Davis|Ketrena Kirkland|Shannon Mayers|Shane Gray|Rosco Williams Jr.|Elizabeth Serral|Beverly Hienzelleman|Megan Cash|Melanie Conzachi|Louis Gossett Jr.,English,"Savannah, Georgia, USA"
Beneath the Darkness (2011),Horror| Thriller,22-03-2012,Kuwait,4.5,96 min,Dennis Quaid|Aimee Teegarden|Tony Oller|Stephen Ford|Devon Werkheiser|Brett Cullen|Dahlia Waingort|Conrad Gonzales|Wilbur Penn|Amber Bartlett|Sydney Barrosse|David Christopher|Gabriel Folse|Melody Chase|Cameron Banfield,English,"407 Ramona St, Smithville, Texas, USA"
Apartment 143 (2011),Horror| Thriller,04-05-2012,Mexico,5.1,80 min,Francesc Garrido|Fiona Glascott|Rick Gonzalez|Kai Lennox|Gia Mantegna|Michael O'Keefe|Damian Roman|Laura Martuscelli|Fermí Reixach|Souleymane Diop|Alex van Kuyk|Marcel Barrena|Vincent Damman|Yatma Sall|Susana García Díez,English,"Barcelona, Catalonia, Spain"
U Turn (2016),Crime| Horror| Mystery| Thriller,20-05-2016,India,7.7,120 min,Shraddha Srinath|Dileep Raj|Roger Narayan|Krishna Hebbale|Radhika Chetan|Chethan Dsouza|Aarna Kulkarni|Ram Manjjonaath|Rajath Mayee|Pramod Shetty|Skanda|Surya Vasishta,Kannada,"New Indian Express Office, Banglore, Karnataka, India"
Styria (2014),Fantasy| Horror| Mystery| Thriller,21-08-2014,Mexico,6.8,99 min,Eleanor Tomlinson|Stephen Rea|Erika Marozsán|Jules Willcox|Katie Silverman|Julia Pietrucha|Jacek Lenartowicz|Miklós B. Székely|Gerda Pikali|László Kádár|Morena Abellar Duwe|Sándor Tüzkö|Claire Castillo|Barbara Gal|Nina Pöllönen,English|Hungarian,"Aszód, Hungary"
Old 37 (2015),Horror,29-09-2015,USA,4,84 min,Kane Hodder|Bill Moseley|Brandi Cyrus|Jake Robinson|Sascha Knopf|Robert T. Bogue|Catherine Blades|Rochelle Bostrom|Caitlin Harris|Kenneth Simmons|Angela Pietropinto|Olivia Alexander|Steven Hauck|Margaret Keane Williams|Darius Holbert,English,"The Hamptons, Long Island, New York, USA"
Girls Against Boys (2012),Drama| Horror| Thriller,01-02-2013,USA,4.8,93 min,Nicole LaLiberte|Danielle Panabaker|Matthew Rauch|Liam Aiken|Caroline Lagerfelt|Reyna de Courcy|Andrew Howard|Marlo Marron|Sophia Perez|Nicholas Maccarone|Vitoria Setta|Michael Stahl-David|Will Brill|Carmine DiBenedetto|Suzie Cho,English,"New Jersey, USA"
Innocence (2014),Adventure| Fantasy| Horror| Mystery| Romance| Thriller,11-01-2016,Sweden,4.5,96 min,Sophie Lane Curtis|Kelly Reilly|Graham Phillips|Linus Roache|Sarah Sutherland|Stephanie March|Perrey Reeves|Liya Kebede|Sarita Choudhury|Annie Q.|Mikal Evans|Daniel Zovatto|Evelina Turen|Rachel Heller|Noelle Beck,English,"Montauk, New York, USA"
Truth or Dare (2013),Horror,01-09-2013,USA,5.2,84 min,Jessica Cameron|Ryan Kiser|Heather Dorff|Shelby Stehlin|Devanny Pinn|Brandon Van Vliet|Jesse Wilson|Buz Wallick|Grae Drake|Brett Wagner|Brian Olea|Ray C. Merrill|Patrick Bean|Tia Bean|Martina Bell,English,"Los Angeles, California, USA"
Cain Hill (2017),Horror| Thriller,01-04-2017,USA,8.2,82 min,Gemma Atkinson|Michael Parr|Alex Zane|Hannah Jacobs|Edward Elgood|Jason York|Tony Cook|Ben Mansbridge|David Whitney|Phill Martin|Marcus Ako|Steve Aldis|Sharon Bancroft|Tom Barton|Jim Bayes,English,"St Crispin's Psychiatric Hospital, Northampton, England, UK"
The Culling (2015),Horror| Thriller,15-03-2015,Kuwait,3.5,81 min,Jeremy Sumpter|Elizabeth Di Prinzio|Brett Davern|Chris Coy|Linsey Godfrey|Virginia Williams|Johnathon Schaech|Harley Graham|Jennifer Bowman|Chelsea Bruland|Sydney Dwyer|Alice Ford|Zaria Griffin|Met Salih,English,"St. Bernard Parish, Louisiana, USA"
Plan Z (2016),Horror,19-03-2016,USA,3.9,87 min,Stuart Brennan|Mark Paul Wake|Victoria Morrison|Eugene Horan|Terry Deary|Brooke Burfitt|Isabella Caley|Natalia Celino|Ion Ridge|Thomas Coombes|Samantha Hindman|Jim Sweeney|David Izatt|Farah Ahmed|Adel Ali,English,"London, England, UK"
Edgar Allan Poe's Lighthouse Keeper (2016),Horror,01-01-2017,USA,5.6,88 min,Vernon Wells|Matt O'Neill|Rachel Riley|Monty Wall|Carl Edge|Erik Chavez|John Spencer|S. Daxton Balzer,English,"Avila Beach, California, USA"
June (2015),Horror| Sci-Fi,13-10-2015,Kuwait,4.2,84 min,Casper Van Dien|Victoria Pratt|Eddie Jemison|Addy Miller|Aiden Flowers|Rachel Whitman Groves|Kennedy Brice|Lance E. Nichols|Cindy Hogan|Kelly Lind|Theodora Greece|Juliette Beavan|Brock Patrick Kaufman|Joshua R. Todd|Towns W. Sanford,English,"Baton Rouge, Louisiana, USA"
Deep in the Darkness (2014),Horror| Thriller,29-04-2014,USA,4.7,100 min,Dean Stockwell|Sean Patrick Thomas|Blanche Baker|Yanina Hope|Kristen Bush|Anthony Del Negro|Azumi Tsutsui|Dina Cataldi|Steven A. Miller|Cara Loften|Jacqui Denski|Christina Costello|Ron Komora|Jerry Dwyer Jr.|Murphy Betancourt,English,"Moodus Village, Connecticut, USA"
Evil Feed (2013),Action| Horror,28-06-2014,USA,4,90 min,Laci J Mailey|Terry Chen|Alain Chanoine|Alyson Bath|Derek Gilroy|Bishop Brigante|Curtis Lum|Sebastian Gacki|David Milchard|Carrie Genzel|Johnson Phan|Anne Marie Corcuera|Doug Abrahams|Fraser Aitcheson|Kristy Dawn Dinsmore,English,"Vancouver, British Columbia, Canada"
House of Good and Evil (2013),Horror| Thriller,01-10-2013,USA,6.9,108 min,Rae Olivier|Christian Oliver|Marietta Marich|Jordan Rhodes|Rob Neukirch|Bo Keister|Blu de Golyer|Jason Gallimore|Cyndi Keister|David Larsen|Linda Motley|Melodie Pogue,English,"Baltimore, Maryland, USA"
Digging Up the Marrow (2014),Biography| Drama| Fantasy| Horror| Mystery| Thriller,20-02-2015,USA,5.8,89 min,Ray Wise|Adam Green|Will Barratt|Josh Ethier|Rileah Vanderbilt|Kane Hodder|Sarah Elbert|Tom Holland|Mick Garris|Alex Pardee|Jimmy McCarthy|Nic Henley|Caitlyn Brisbin|Robert Pendergraft|Steve Agee,English,"Indianapolis, Indiana, USA"
The Ladies of the House (2014),Horror| Thriller,01-05-2015,USA,5.4,93 min,Farah White|Melodie Sisk|Brina Palencia|Belladonna|Gabriel Horn|Samrat Chakrabarti|Rj Hanson|Frank Mosley|Christina Emi|Arynetta Floyzelle|Mark Hennessy|John R. Strange|George Wada|Thomas Wiederhold,English,"Dallas, Texas, USA"
The Control Group (2014),Action| Horror| Sci-Fi| Thriller,22-10-2014,USA,4.5,84 min,Brad Dourif|Ross Destiche|Jenna Enemy|Justen Jones|Emily Soto|Shane Philip|Monique Candelaria|Jerry G. Angelo|Kodi Saint Angelo|Larry Laverty|Meisha Johnson|Taso N. Stavrakis|Luce Rains|Ian Pickett|Denise Mauer,English,"Fergus Falls, Minnesota, USA"
Blood Hunt (2017),Action| Horror,27-06-2017,USA,5,78 min,Dean Kirkright|Kahli Williams|Thomas Roach|Benjamin Denmeade|Eli Halliwell,English,"Tasmania, Australia"
Horsehead (2014),Fantasy| Horror,11-03-2015,France,4.9,89 min,Lilly-Fleur Pointeaux|Catriona MacColl|Murray Head|Gala Besson|Fu'ad Aït Aattou|Vernon Dobtcheff|Philippe Nahon|Joe Sheridan|Paul Bandey|Emmanuel Bonami|Shane Woodward|Nathan Willcocks,English,"Paris, France"
Cô Haû Gaí (2016),Horror| Romance,16-09-2016,Vietnam,6.6,105 min,Kate Nhung|Jean-Michel Richaud|Kim Xuan|Svitlana Kovalenko|Kien An|Leon Bown|Rosie Fellner|Cory Jackson|Linh Son Nguyen|Phi Phung|Gigi Velicitat,Vietnamese|English,Vietnam
When the Lights Went Out (2012),Horror,14-09-2012,UK,5.4,86 min,Kate Ashfield|Steven Waddington|Craig Parkinson|Andrea Lowe|Tasha Connor|Hannah Clifford|Gary Lewis|Martin Compston|Molly Windsor|Tony Pitts|Jo Hartley|Ross Mullan|Hester Evans|Graham Hornsby|Matt Connor,English,"Pontefract, West Yorkshire, England, UK"
Storage 24 (2012),Horror| Sci-Fi,29-06-2012,UK,4.4,87 min,Noel Clarke|Colin O'Donoghue|Antonia Campbell-Hughes|Laura Haddock|Jamie Thomas King|Alex Price|Ned Dennehy|Geoff Bell|Ruth Gemmell|Davie Fairbanks|Amy Louise Pemberton|Robert Freeman|John Hasler,English,"Chiswick, London, England, UK"
House Hunting (2013),Horror| Mystery| Thriller,01-02-2013,USA,5.2,102 min,Marc Singer|Art LaFleur|Hayley DuMond|Janey Gioiosa|Paul McGill|Rebekah Kennedy|Victoria Vance|Jon Cobb|Emma Rayne Lyle|Pat Cassidy|Bridget Garwood|Jen Hines|Kevin O'Donnell|Adrienne Oliver|David Rath,English,"Charlottesville, Virginia, USA"
Nightlight (2015),Horror| Thriller,27-03-2015,USA,4.5,85 min,Shelby Young|Carter Jenkins|Chloe Bridges|Taylor Murphy|Mitch Hewer|Kyle Fain,English,"Salt Lake City, Utah, USA"
Wait Till Helen Comes (2016),Family| Fantasy| Horror| Thriller,12-11-2016,USA,5.1,87 min,Maria Bello|Callum Keith Rennie|Sophie Nélisse|Abigail Pniowsky|Isabelle Nélisse|William Dickinson|Anna Pniowsky|Kally Berard|Logan Creran|John B. Lowe|Frank Adamson|Cassandra Tusa|Mary Downing Hahn|Jerni Stewart|Tom Young,English,"Winnipeg, Canada"
Ejecta (2014),Horror| Sci-Fi,27-02-2015,USA,3.7,82 min,Julian Richings|Lisa Houle|Adam Seybold|Mark Gibson|Justin Darmanin|Ry Barrett|Ari Millen|Cat Hostick|Tony Burgess|Jason David Brown|Matt Griffin,English,"Collingwood, Ontario, Canada"
Lyst (2017),Horror| Mystery| Thriller,21-04-2017,Norway,4.4,84 min,Magdalena From Delis|Sondre Krogtoft Larsen|Damian Gallagher|Jimmi Salomonsen|Reinert Horneland|Torill B. Falk|Liv Kristin Rønnekleiv|Ståle Eskeland|Per-Ingvar Tomren|Severin Eskeland|Jeanette Magnussen Kjær|Fredrik Skavlan,Norwegian|English|Swedish,"Stord, Norway"
Alléluia (2014),Crime| Horror| Romance| Thriller,12-11-2014,Belgium,6.2,93 min,Lola Dueñas|Laurent Lucas|Héléna Noguerra|Édith Le Merdy|Anne-Marie Loop|Pili Groyne|Stéphane Bissot|Sorenza Mollica|David Murgia|Lara Persain|Renaud Rutten|Philippe Résimont,French|Spanish,Belgium
Scent (2014),Horror,01-10-2014,USA,4.8,62 min,Alison Barnes|Di Billick|John Byrnes|Ashton Clay|Elisa Dei|George Ginakakis|Steffie Grote|Larry Hauge|Eric Henry|Beth Horn|Michael L. Howard|Amanda Vander Kelen|Ben Kolodzinski|Deanne McDonald|Katharin 'Ladie K' Mraz,English,"Chicago, Illinois, USA"
The Wanderers: The Quest of The Demon Hunter (2017),Drama| Fantasy| Horror| Mystery| Thriller,05-06-2017,Romania,7.9,106 min,Armand Assante|Lior Ashkenazi|Branko Djuric|Raluca Aprodu|Bae Jung-hwa|Ho Jae Sun|Razvan Vasilescu|Oana Marcu|Daniel Plier|Pali Vecsei|Alexandra Apetrei|Claudiu Bleont|Ana Maria Bucura|Catalin Catoiu|Andrei Ciopec,English|Romanian,"Fortified Church of Biertan, Biertan, Sibiu County, Romania"
Tokyo Vampire Hotel (2017),Fantasy| Horror,05-10-2017,Spain,6.2,142 min,Yumi Adachi|Megumi Kagurazaka|Kaho|Akihiro Kitamura|Shinnosuke Mitsushima|Ami Tomite,Japanese,"Tokyo, Japan"
Return to Nuke 'Em High Volume 1 (2013),Comedy| Horror| Sci-Fi,01-11-2013,USA,5.5,85 min,Asta Paredes|Catherine Corcoran|Vito Trigo|Clay von Carlowitz|Zac Amico|Mike Baez|Tara E. Miller|Lemmy|Michael C. Schmahl|Jeff Lasky|Jess Mills|Lloyd Kaufman|Babette Bombshell|John Renna|Ashley A. Chris,English,USA
What lies within (2014),Drama| Horror| Thriller,04-12-2014,Italy,5.3,85 min,Gabriella Wright|Bret Roberts|Carl Wharton|Tania Bambaci|Daniel Vivian|Philippe Reinhardt|Maria Ester Grasso,English,"Catania, Sicily, Italy"
The Ganzfeld Haunting (2014),Horror| Thriller,07-02-2014,USA,3.1,87 min,Taylor Cole|Ryan Donowho|Toby Hemingway|Rumer Willis|Laura Wiggins|Billy Zane|Holt McCallany|Dominic Purcell|Rico Simonini|Hannah Victoria Stock|Cody Howell|Carson Sione White|Zoe St. John|Mikayla Figueroa|Dianna Camacho,English,"Los Angeles, California, USA"
